unique_id,doctor_id,specialty,medication,nb_beneficiaries,spending
GV385228,1285626739,INTERNAL MEDICINE,FLUTICASONE/SALMETEROL,65,22046.71
JO887966,1699773739,PHYSICAL MEDICINE AND REHABILITATION,CARISOPRODOL,17,125.8
GX612166,1700864550,CARDIOLOGY,POTASSIUM CHLORIDE,37,683.97
EG458099,1528385762,CERTIFIED CLINICAL NURSE SPECIALIST,METOPROLOL SUCCINATE,28,1408.64
EK886289,1326395849,PHYSICIAN ASSISTANT,NITROFURANTOIN MONOHYD/M-CRYST,12,254.34
RJ924696,1245202043,NEUROLOGY,METHYLPREDNISOLONE,30,571.92
DN454483,1578731600,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",21,673.48
YS617185,1295739274,CARDIOLOGY,MELOXICAM,40,372.41
SL933975,1598853343,PSYCHIATRY,FLUOXETINE HCL,52,621.49
UE646554,1861470387,INTERNAL MEDICINE,BUPROPION HCL,12,479.09
AU955030,1639383631,INTERNAL MEDICINE,CIPROFLOXACIN HCL,42,296.27
YQ615926,1205039526,FAMILY PRACTICE,FLUOXETINE HCL,39,237.76
RM466598,1427279884,GENERAL PRACTICE,DILTIAZEM HCL,26,206.22
UC707420,1760666416,INTERNAL MEDICINE,DILTIAZEM HCL,16,244.06
QA123485,1780659797,INTERNAL MEDICINE,LOSARTAN/HYDROCHLOROTHIAZIDE,127,1606.73
EL305631,1518194224,INTERNAL MEDICINE,OXYCODONE HCL,11,264.67
WQ808513,1962498253,INTERNAL MEDICINE,COLCHICINE,16,6087.22
MW308134,1154655157,FAMILY PRACTICE,ALENDRONATE SODIUM,14,97.81
YG882309,1851353155,FAMILY PRACTICE,CITALOPRAM HYDROBROMIDE,99,598.48
SI786821,1689669475,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",65,37579.02
QG282421,1639293244,INTERNAL MEDICINE,POTASSIUM CHLORIDE,59,1225.38
GB471477,1982686135,RHEUMATOLOGY,MYCOPHENOLATE MOFETIL,15,1314.67
RU132864,1497829584,FAMILY PRACTICE,FINASTERIDE,11,129.47
BH534382,1497189492,NURSE PRACTITIONER,GABAPENTIN,12,88.46
WP170843,1376647644,INTERNAL MEDICINE,METOPROLOL SUCCINATE,12,571.15
DG524435,1265480834,PSYCHIATRY,ESCITALOPRAM OXALATE,17,299.61
LV294909,1902828619,INTERNAL MEDICINE,SERTRALINE HCL,112,803.88
MS942438,1477551091,GASTROENTEROLOGY,RABEPRAZOLE SODIUM,20,805.16
XH337396,1750402848,NURSE PRACTITIONER,LEVOFLOXACIN,12,74.51
FO613660,1245419324,NURSE PRACTITIONER,LOVASTATIN,33,356.62
RW798807,1306858659,NURSE PRACTITIONER,ESOMEPRAZOLE MAGNESIUM,33,9520.37
WF474380,1336190701,HEMATOLOGY/ONCOLOGY,CIPROFLOXACIN HCL,17,225.24
QH501635,1851368898,INTERVENTIONAL PAIN MANAGEMENT,TEMAZEPAM,12,62.51
AG392847,1043244510,INTERNAL MEDICINE,ENOXAPARIN SODIUM,20,3326.72
JM537264,1659532778,NURSE PRACTITIONER,ATORVASTATIN CALCIUM,29,440.38
UC806571,1417008756,INTERNAL MEDICINE,DILTIAZEM HCL,77,2604.63
NQ874220,1750365698,NURSE PRACTITIONER,FLUTICASONE PROPIONATE,43,598.4
TR393660,1538182787,INTERNAL MEDICINE,AMOXICILLIN/POTASSIUM CLAV,33,781.31
IH153550,1962824805,NURSE PRACTITIONER,MEMANTINE HCL,14,5612.03
ZD675612,1033474184,FAMILY PRACTICE,CIPROFLOXACIN HCL,18,67.31
EZ545878,1013967819,OBSTETRICS/GYNECOLOGY,RALOXIFENE HCL,12,2845.89
TW262311,1346239639,INTERNAL MEDICINE,LOVASTATIN,84,660.7
SP382676,1871916031,FAMILY PRACTICE,METFORMIN HCL,59,235.41
WJ491221,1124170097,PSYCHIATRY,RANITIDINE HCL,22,268.08
VA214415,1851465934,NURSE PRACTITIONER,QUETIAPINE FUMARATE,25,771.59
NF631389,1649283557,INTERNAL MEDICINE,TIOTROPIUM BROMIDE,20,4471.78
SR740235,1447285986,GERIATRIC MEDICINE,MEMANTINE HCL,64,9693.95
JG230159,1235215021,PSYCHIATRY,CITALOPRAM HYDROBROMIDE,39,113.42
OY992848,1326084989,INTERNAL MEDICINE,LEVOFLOXACIN,41,351.79
FW163713,1902150089,NURSE PRACTITIONER,ONDANSETRON,11,118.99
VF497056,1588668156,CARDIOLOGY,CLONIDINE,14,1050.76
KQ566355,1336431055,EMERGENCY MEDICINE,AZITHROMYCIN,17,108.01
AU423694,1134192479,FAMILY PRACTICE,LISINOPRIL,38,409.31
IX442099,1013973429,CARDIOLOGY,RAMIPRIL,11,324.1
LA261385,1700911328,CARDIOLOGY,CLONIDINE HCL,14,49.61
TF542584,1962562850,INTERNAL MEDICINE,OXYCODONE HCL/ACETAMINOPHEN,18,1836.48
JN606660,1225036866,PULMONARY DISEASE,MOMETASONE FUROATE,11,3356.84
ML120645,1093731341,INTERNAL MEDICINE,MONTELUKAST SODIUM,71,2635.19
BS936319,1730185729,CARDIOLOGY,AMIODARONE HCL,111,855.83
DF918189,1407929276,ENDOCRINOLOGY,"SYRING W-NDL,DISP,INSUL,0.3 ML",31,773.99
ZF210163,1861672818,FAMILY PRACTICE,FLUOXETINE HCL,28,303.22
XR312418,1477859346,NURSE PRACTITIONER,VALSARTAN,12,806.72
PF587881,1144337874,INTERNAL MEDICINE,ESCITALOPRAM OXALATE,46,624.78
RA690321,1831121268,FAMILY PRACTICE,OLMESARTAN MEDOXOMIL,11,1266.27
JQ932211,1871590935,CARDIOLOGY,TEMAZEPAM,17,113.96
CM231469,1851370274,FAMILY PRACTICE,AMITRIPTYLINE HCL,13,169.72
MY686997,1902810252,NURSE PRACTITIONER,TEMAZEPAM,14,64.03
SC146868,1710139589,FAMILY PRACTICE,BACLOFEN,20,257.92
MK858472,1730296252,INTERNAL MEDICINE,SOLIFENACIN SUCCINATE,59,21490.78
LQ634139,1376501312,RHEUMATOLOGY,PREDNISONE,356,2667.89
KI492890,1720192925,FAMILY PRACTICE,ESCITALOPRAM OXALATE,154,1422.45
AV161660,1053375022,FAMILY PRACTICE,AMOXICILLIN,18,112.79
XE651455,1306817341,INTERNAL MEDICINE,DIGOXIN,46,1434.58
UA942135,1407186687,INTERNAL MEDICINE,AMOXICILLIN/POTASSIUM CLAV,25,212.96
LR612852,1902898869,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",17,660.91
QX162444,1568510014,DENTIST,PENICILLIN V POTASSIUM,15,168.93
UA103678,1457342354,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",15,5392.45
LJ432790,1255753489,NURSE PRACTITIONER,ZOLPIDEM TARTRATE,21,183.97
UY579969,1174693980,FAMILY PRACTICE,AZITHROMYCIN,29,197.46
HE911699,1417915968,INTERNAL MEDICINE,FENTANYL,155,8019.95
FK598206,1003853078,GERIATRIC MEDICINE,CILOSTAZOL,14,456.02
UO939176,1487684676,CARDIOLOGY,SIMVASTATIN,13,171.65
BO186654,1003162702,NURSE PRACTITIONER,AZITHROMYCIN,25,255.43
SQ981125,1083024616,STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM,NAPROXEN,15,58.15
IF817630,1366527160,GASTROENTEROLOGY,RANITIDINE HCL,802,6106.31
NW799439,1205861051,FAMILY PRACTICE,HYDROCHLOROTHIAZIDE,126,876.64
ZO428035,1396185716,NURSE PRACTITIONER,THEOPHYLLINE ANHYDROUS,12,264.74
VM983354,1871574293,FAMILY PRACTICE,ALLOPURINOL,38,566.64
RR303293,1972587970,PULMONARY DISEASE,PROMETHAZINE HCL/CODEINE,11,103.96
OH857088,1912218793,INTERNAL MEDICINE,LEVOFLOXACIN,39,239.6
ED306371,1972612190,INFECTIOUS DISEASE,SULFAMETHOXAZOLE/TRIMETHOPRIM,161,1677.3
CQ138961,1548402928,NURSE PRACTITIONER,OXYCODONE HCL/ACETAMINOPHEN,146,12256.9
EE330060,1205953247,NEUROLOGY,DICLOFENAC SODIUM,11,298.09
BY596092,1841281797,INTERNAL MEDICINE,DOXAZOSIN MESYLATE,18,987.73
SR270437,1114180643,INTERNAL MEDICINE,HYDRALAZINE HCL,12,179.17
QZ440840,1265457717,FAMILY PRACTICE,SAXAGLIPTIN HCL,11,3767.87
MV414692,1457389793,FAMILY PRACTICE,TRIAMTERENE/HYDROCHLOROTHIAZID,15,220.87
DR152777,1245284090,INTERNAL MEDICINE,POTASSIUM CHLORIDE,48,700.05
KF505266,1801873518,GASTROENTEROLOGY,FLUOXETINE HCL,12,102.3
QY963895,1538218300,INTERNAL MEDICINE,FINASTERIDE,21,343.63
BP978069,1063427797,FAMILY PRACTICE,PREDNISONE,41,379.04
SY450633,1962515023,FAMILY PRACTICE,FLUOXETINE HCL,59,817.31
RA331730,1225079973,NURSE PRACTITIONER,FINASTERIDE,21,424.36
NN145874,1154513067,INTERNAL MEDICINE,PENTOXIFYLLINE,16,232.61
TZ143215,1023170131,OTOLARYNGOLOGY,HYDROCODONE/ACETAMINOPHEN,26,402.39
XG962105,1326279159,NURSE PRACTITIONER,CITALOPRAM HYDROBROMIDE,13,58.54
QD308492,1326351156,INTERNAL MEDICINE,WARFARIN SODIUM,23,350.39
YJ766048,1528059920,INTERNAL MEDICINE,METOPROLOL SUCCINATE,166,4488.13
YL985143,1982691390,GENERAL PRACTICE,CARBIDOPA/LEVODOPA,15,189.67
SE571792,1902804313,INTERNAL MEDICINE,NAPROXEN,21,188.25
QI753295,1225000557,OPHTHALMOLOGY,ACETAMINOPHEN WITH CODEINE,133,795.98
AZ267149,1124170089,FAMILY PRACTICE,LISINOPRIL,39,554.94
YF842817,1952321465,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,138,4099.45
SD869151,1730296252,INTERNAL MEDICINE,SITAGLIPTIN PHOSPHATE,101,58266.48
JF483301,1710900212,PSYCHIATRY,LORAZEPAM,47,447.46
CU422328,1730219098,PULMONARY DISEASE,TIOTROPIUM BROMIDE,80,26846.3
DJ833283,1285635698,INTERNAL MEDICINE,OXYCODONE HCL/ACETAMINOPHEN,13,17967.17
WX192391,1639104227,NEPHROLOGY,ALBUTEROL SULFATE,12,561.23
EU162638,1639382922,FAMILY PRACTICE,METHOTREXATE SODIUM,11,833.22
OW694919,1194734814,NURSE PRACTITIONER,ZOLPIDEM TARTRATE,11,47.88
TS152494,1821091836,INTERNAL MEDICINE,PHENOBARBITAL,13,457.4
VK646444,1649364357,GASTROENTEROLOGY,LISINOPRIL,95,346.26
ZY174933,1649372558,GERIATRIC MEDICINE,DIAZEPAM,14,66.19
FJ784711,1467565440,FAMILY PRACTICE,METFORMIN HCL,22,3373.47
CM694755,1457389793,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,23,9852.56
CM407903,1740284470,INTERNAL MEDICINE,BUDESONIDE/FORMOTEROL FUMARATE,17,4634.2
MA308480,1598792723,PODIATRY,DOXYCYCLINE HYCLATE,12,504.61
DX128198,1053421693,FAMILY PRACTICE,VENLAFAXINE HCL,11,131.72
NG992361,1528385762,CERTIFIED CLINICAL NURSE SPECIALIST,METFORMIN HCL,12,629.57
OW250196,1104877984,INTERNAL MEDICINE,AMLODIPINE BESYLATE,116,891.65
DO782181,1215102074,INTERNAL MEDICINE,AMANTADINE HCL,19,976.97
TV835663,1548244569,INTERNAL MEDICINE,MONTELUKAST SODIUM,20,472.81
WW788699,1578898706,PHYSICIAN ASSISTANT,GLIPIZIDE,20,144.35
TD966259,1386727279,INTERNAL MEDICINE,AMANTADINE HCL,37,3207.01
VX920825,1922001817,FAMILY PRACTICE,ENALAPRIL MALEATE,22,365.22
MC959728,1326046145,INTERNAL MEDICINE,"INSULIN GLARGINE,HUM.REC.ANLOG",21,8980.51
QR823900,1053338731,MEDICAL ONCOLOGY,ANASTROZOLE,28,183.84
HZ891484,1669535357,FAMILY PRACTICE,LEVETIRACETAM,13,295.54
VI739645,1477506459,FAMILY PRACTICE,CEFDINIR,21,537.22
RK678675,1285694505,INTERNAL MEDICINE,QUINAPRIL HCL,22,277.91
ND561552,1134101355,GENERAL PRACTICE,IRBESARTAN,40,745.22
HS472864,1003810854,CARDIOLOGY,DIPYRIDAMOLE,13,501.6
CK815451,1124053160,PSYCHIATRY,DEXTROAMPHETAMINE/AMPHETAMINE,14,519.06
RK809648,1326081795,OTOLARYNGOLOGY,ONDANSETRON,31,347.41
QA765073,1609840032,INTERNAL MEDICINE,TRIAMTERENE/HYDROCHLOROTHIAZID,90,1437.11
ZQ873005,1689668535,FAMILY PRACTICE,FLUTICASONE/VILANTEROL,22,6397.2
XO484058,1457344418,INTERNAL MEDICINE,DILTIAZEM HCL,40,790.14
RI372809,1447358270,INTERNAL MEDICINE,ISOSORBIDE MONONITRATE,13,227.61
RD174979,1851333587,CARDIOLOGY,LEVOTHYROXINE SODIUM,60,1824.58
QE438803,1891804613,GERIATRIC MEDICINE,DEXTROMETHORPHAN HBR/QUINIDINE,25,8479.02
DL623730,1295762029,NEUROLOGY,HYDROCODONE/ACETAMINOPHEN,12,173.12
GU591114,1548221120,FAMILY PRACTICE,LUBIPROSTONE,17,5345.82
NQ578233,1659660736,PSYCHIATRY,CLONAZEPAM,14,70.97
GM447668,1396721478,INTERNAL MEDICINE,VENLAFAXINE HCL,15,728.08
AP601270,1740315159,FAMILY PRACTICE,ATORVASTATIN CALCIUM,98,1631.82
JW229179,1619292927,INTERNAL MEDICINE,VERAPAMIL HCL,13,107.4
KD639902,1366427064,FAMILY PRACTICE,CARISOPRODOL,13,193.37
OO872890,1851367312,INTERNAL MEDICINE,DILTIAZEM HCL,26,1282.09
OT962527,1689696817,INTERNAL MEDICINE,BUDESONIDE,23,5063.0
GE742911,1508823683,NURSE PRACTITIONER,CARBIDOPA/LEVODOPA,46,988.17
SB527355,1932304300,FAMILY PRACTICE,LISINOPRIL,91,590.19
HQ773152,1306924048,INTERNAL MEDICINE,POTASSIUM CHLORIDE,57,4022.96
EM601616,1306817341,INTERNAL MEDICINE,HYDROMORPHONE HCL,16,304.88
AT320099,1245382993,PSYCHIATRY,VENLAFAXINE HCL,163,5852.08
GQ967768,1144225657,INTERNAL MEDICINE,ALBUTEROL SULFATE,18,1082.08
MX578630,1083612212,INTERNAL MEDICINE,DONEPEZIL HCL,22,205.23
RT335768,1730282906,INTERNAL MEDICINE,FOLIC ACID,12,38.32
ZL141993,1811970833,FAMILY PRACTICE,CLONAZEPAM,16,79.59
MT642849,1942225164,INTERNAL MEDICINE,CARVEDILOL,128,991.06
HK446886,1841281797,INTERNAL MEDICINE,DULOXETINE HCL,91,10524.91
EX840234,1104039940,EMERGENCY MEDICINE,CEPHALEXIN,46,333.97
VY977065,1982030946,NURSE PRACTITIONER,QUINAPRIL HCL,12,148.63
OF955816,1174524045,INTERNAL MEDICINE,CLOPIDOGREL BISULFATE,139,1479.19
OP405423,1871553313,FAMILY PRACTICE,ROPINIROLE HCL,21,264.27
MX303958,1336129071,CARDIOLOGY,OMEGA-3 ACID ETHYL ESTERS,61,15361.6
ZF413865,1568521474,PHYSICIAN ASSISTANT,PRAVASTATIN SODIUM,46,1127.05
ZV474123,1437263084,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,92,338.88
OC748677,1770628661,PSYCHIATRY,BUPROPION HCL,21,516.9
HP547119,1205864659,FAMILY PRACTICE,METOPROLOL TARTRATE,35,355.68
NV310129,1033102181,FAMILY PRACTICE,QUINAPRIL HCL,11,104.53
OA607349,1427361765,NEPHROLOGY,LOSARTAN POTASSIUM,35,159.24
EK190231,1194735910,NURSE PRACTITIONER,BUMETANIDE,14,1201.27
DX268687,1942353255,FAMILY PRACTICE,CIPROFLOXACIN HCL,22,161.56
EH579763,1477936490,NURSE PRACTITIONER,FUROSEMIDE,13,81.68
XF520027,1912172271,INTERNAL MEDICINE,OXYBUTYNIN CHLORIDE,36,1191.99
KT564576,1053460923,UNKNOWN PHYSICIAN SPECIALTY CODE,LOVASTATIN,61,569.41
LY403453,1477695088,INTERNAL MEDICINE,RANITIDINE HCL,311,4838.23
TI150801,1164414538,NURSE PRACTITIONER,DEXTROMETHORPHAN HBR/QUINIDINE,26,17425.5
PK957346,1760593917,FAMILY PRACTICE,OMEPRAZOLE,84,532.78
XZ659361,1942297122,INTERNAL MEDICINE,ISOSORBIDE MONONITRATE,16,152.62
YU893289,1518029354,CARDIOLOGY,DILTIAZEM HCL,16,637.95
UV117828,1073527735,FAMILY PRACTICE,CEPHALEXIN,46,259.21
MM833439,1588779110,INTERNAL MEDICINE,ROPINIROLE HCL,61,1019.94
MW702412,1619944527,FAMILY PRACTICE,VERAPAMIL HCL,14,1157.34
UA166629,1588706154,DENTIST,CLINDAMYCIN HCL,16,105.4
FP716475,1144390915,PHYSICIAN ASSISTANT,HYDROCHLOROTHIAZIDE,16,90.88
ZV537607,1619930179,FAMILY PRACTICE,ONDANSETRON,12,175.37
GJ496150,1851379762,NURSE PRACTITIONER,SEVELAMER CARBONATE,218,343489.69
IG318521,1851362701,PSYCHIATRY,BUPROPION HCL,16,286.11
PL247098,1083666382,FAMILY PRACTICE,OXYCODONE HCL,14,4184.53
DJ861528,1922032952,INTERNAL MEDICINE,POTASSIUM CHLORIDE,34,808.31
MB471246,1134323496,PHYSICIAN ASSISTANT,OXYCODONE HCL,1269,69332.88
YZ483036,1639139413,INTERNAL MEDICINE,TRAZODONE HCL,78,694.69
RI403710,1063709178,DENTIST,HYDROCODONE/ACETAMINOPHEN,14,74.48
YG558657,1770661597,INTERNAL MEDICINE,LOSARTAN POTASSIUM,110,3296.19
OX714983,1346253424,FAMILY PRACTICE,GEMFIBROZIL,103,1381.66
YV956262,1053575100,OPHTHALMOLOGY,ACETAZOLAMIDE,19,2652.11
RE980571,1669517454,FAMILY PRACTICE,OMEPRAZOLE,224,1609.77
CQ718537,1568546679,NEUROLOGY,POTASSIUM CHLORIDE,15,401.94
ZQ600511,1275525552,FAMILY PRACTICE,TEMAZEPAM,26,179.54
BX499260,1023186830,NEUROLOGY,BACLOFEN,53,1740.62
IM795364,1033219654,INTERNAL MEDICINE,CARBIDOPA/LEVODOPA,12,344.46
GP795480,1508060641,ENDOCRINOLOGY,MIRABEGRON,27,9394.76
XW694012,1497943286,PSYCHIATRY,FLUPHENAZINE DECANOATE,20,2523.85
VZ138120,1255608741,NURSE PRACTITIONER,LEVOFLOXACIN,17,148.7
QH368623,1073563136,INTERNAL MEDICINE,LUBIPROSTONE,17,3261.87
LC596124,1891184875,NURSE PRACTITIONER,CLONIDINE HCL,15,104.17
YK327417,1912978644,FAMILY PRACTICE,PAROXETINE HCL,49,525.32
OE377179,1003903444,NEPHROLOGY,NIFEDIPINE,22,922.62
UX401323,1326017997,FAMILY PRACTICE,DONEPEZIL HCL,31,186.0
YM646458,1528120383,DENTIST,AMOXICILLIN,23,63.84
AZ528644,1588095038,NURSE PRACTITIONER,NIFEDIPINE,18,716.14
UK866357,1265752240,FAMILY PRACTICE,ATENOLOL,20,227.45
BW609136,1891996823,OBSTETRICS/GYNECOLOGY,TOLTERODINE TARTRATE,17,3253.06
MF165458,1033102918,FAMILY PRACTICE,SUMATRIPTAN SUCCINATE,18,264.24
HN704066,1508851874,INTERNAL MEDICINE,ISOSORBIDE DINITRATE,14,832.76
QN664091,1134119308,INTERNAL MEDICINE,WARFARIN SODIUM,33,426.84
FC516564,1689742074,CERTIFIED CLINICAL NURSE SPECIALIST,ROPINIROLE HCL,13,125.49
FU942233,1174592455,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",20,647.26
GH104126,1104850288,INTERNAL MEDICINE,AMLODIPINE BESYLATE,91,640.05
QY179267,1720073596,DERMATOLOGY,FLUOROURACIL,101,16354.08
FX361694,1386782266,PULMONARY DISEASE,ROPINIROLE HCL,17,707.09
LE703728,1144251497,FAMILY PRACTICE,TOPIRAMATE,25,198.4
QA742058,1164489506,INTERNAL MEDICINE,DULOXETINE HCL,40,5406.28
DB523421,1124126636,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",12,443.71
EM918330,1184687717,EMERGENCY MEDICINE,CARBAMAZEPINE,178,11376.23
BS374615,1699762484,GASTROENTEROLOGY,"PEG 3350/NA SULF,BICARB,CL/KCL",11,108.87
RE128178,1407844939,INTERNAL MEDICINE,TAMSULOSIN HCL,26,833.27
VU707050,1063610061,FAMILY PRACTICE,SITAGLIPTIN PHOS/METFORMIN HCL,23,10211.64
GE545024,1609923598,CARDIOLOGY,DIGOXIN,27,1188.99
SA227310,1053358986,NURSE PRACTITIONER,ACETAMINOPHEN WITH CODEINE,30,196.02
UW199306,1487710091,INTERNAL MEDICINE,PAROXETINE HCL,38,553.8
PC780668,1285784264,INTERNAL MEDICINE,MIDODRINE HCL,12,2130.38
SU671440,1376721928,PSYCHIATRY,TRAZODONE HCL,19,231.24
ZP848090,1891740866,INTERNAL MEDICINE,LOSARTAN POTASSIUM,17,295.39
FC769318,1972509974,ANESTHESIOLOGY,HYDROCODONE/IBUPROFEN,36,6233.18
SK291164,1902840028,FAMILY PRACTICE,IBUPROFEN,54,537.35
XN132333,1346290863,CARDIOLOGY,DIGOXIN,17,516.03
ID932817,1114287141,FAMILY PRACTICE,CARVEDILOL,12,83.84
CC300520,1205910114,INTERNAL MEDICINE,RIFAMPIN,13,469.33
SY188872,1013180793,PSYCHIATRY,ALPRAZOLAM,69,308.74
CG208467,1922101559,OPHTHALMOLOGY,BRIMONIDINE TARTRATE,14,1478.38
RZ210704,1326073289,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",40,1578.33
BK775664,1699118745,FAMILY PRACTICE,METFORMIN HCL,17,86.25
YJ295276,1821195157,PHYSICIAN ASSISTANT,SAXAGLIPTIN HCL,22,8277.28
VY494366,1790775385,PHYSICIAN ASSISTANT,AMIODARONE HCL,28,1799.29
ED929021,1023000643,INTERNAL MEDICINE,LABETALOL HCL,19,886.77
JW695445,1760464341,INTERNAL MEDICINE,ESZOPICLONE,16,751.61
PC601027,1831597293,NURSE PRACTITIONER,LOSARTAN POTASSIUM,14,198.42
AN431919,1073538872,FAMILY PRACTICE,POTASSIUM CHLORIDE,259,6096.64
JA708418,1447450002,FAMILY PRACTICE,ALBUTEROL SULFATE,42,2414.59
UJ888112,1003897851,ALLERGY/IMMUNOLOGY,MOMETASONE FUROATE,55,20759.04
OG677376,1780676437,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,706,7294.69
TS228910,1548673403,NURSE PRACTITIONER,VERAPAMIL HCL,11,89.92
YX528109,1538183116,FAMILY PRACTICE,FLUOCINONIDE,23,1534.53
UN985276,1770707358,UROLOGY,CIPROFLOXACIN HCL,86,496.45
LV961420,1881716256,FAMILY PRACTICE,TAMSULOSIN HCL,81,2095.58
SF158264,1154400570,DENTIST,AMOXICILLIN,37,114.47
IL595960,1760492680,INTERNAL MEDICINE,TERAZOSIN HCL,37,224.72
ZY307976,1558362657,FAMILY PRACTICE,NEBIVOLOL HCL,22,3832.42
HE534601,1073510483,INTERNAL MEDICINE,PRAVASTATIN SODIUM,135,5282.57
RO851965,1225044712,INTERNAL MEDICINE,TRAMADOL HCL,30,224.67
SP214842,1720096753,INTERNAL MEDICINE,LEVOTHYROXINE SODIUM,29,427.08
MN908997,1144628157,NURSE PRACTITIONER,SIMVASTATIN,50,265.72
OW860740,1205934130,PHYSICIAN ASSISTANT,FLUOXETINE HCL,17,143.61
XX874285,1437177797,FAMILY PRACTICE,AZELASTINE HCL,19,809.8
TH446375,1629071964,PSYCHIATRY,HALOPERIDOL,111,3929.76
OH864235,1497851828,INTERNAL MEDICINE,TERAZOSIN HCL,33,413.47
RS274826,1093831687,NEUROLOGY,LAMOTRIGINE,49,798.95
ZX808575,1427052786,FAMILY PRACTICE,LOVASTATIN,156,1602.79
EV982732,1518930502,FAMILY PRACTICE,OMEPRAZOLE,30,408.98
ES943994,1720116452,FAMILY PRACTICE,WARFARIN SODIUM,120,1435.0
JA442189,1558371005,INTERNAL MEDICINE,"SYRING W-NDL,DISP,INSUL,0.5 ML",14,337.98
QS503737,1851317796,FAMILY PRACTICE,PREDNISONE,38,368.89
RC461008,1508120809,INTERNAL MEDICINE,ALPRAZOLAM,19,35.71
LR585717,1629042817,PSYCHIATRY,LEVOTHYROXINE SODIUM,30,364.82
PS249786,1497726947,HEMATOLOGY/ONCOLOGY,ANASTROZOLE,24,385.38
DQ179970,1003918004,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,64,294.83
ZH965564,1598733651,CARDIOLOGY,LISINOPRIL,24,282.58
KU321892,1154588580,INTERNAL MEDICINE,RISEDRONATE SODIUM,14,3190.24
KK792337,1447363585,FAMILY PRACTICE,GLIPIZIDE,14,404.29
HL700342,1477660637,INTERNAL MEDICINE,GLIPIZIDE,19,358.44
WU923773,1104827906,UROLOGY,BISOPROLOL FUMARATE/HCTZ,12,185.44
UY554554,1942398482,PEDIATRIC MEDICINE,LEVOTHYROXINE SODIUM,49,969.05
PL682671,1346249018,CARDIOLOGY,ENALAPRIL MALEATE,25,300.71
XS885203,1720180003,PULMONARY DISEASE,ALLOPURINOL,21,523.11
QP235026,1598752255,OPHTHALMOLOGY,LATANOPROST,92,999.82
CK500777,1578699807,FAMILY PRACTICE,PHENOBARBITAL,14,443.95
QC537721,1689849218,NURSE PRACTITIONER,WARFARIN SODIUM,37,4435.65
KE761269,1508844796,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,12,88.2
OK169771,1194984161,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,88,257.15
RB906039,1437346889,CARDIOLOGY,FUROSEMIDE,106,414.61
NQ783073,1275525552,FAMILY PRACTICE,NITROGLYCERIN,23,564.87
PM722431,1578626925,INTERNAL MEDICINE,RALOXIFENE HCL,13,2596.06
XJ365240,1437244845,FAMILY PRACTICE,TRIAMCINOLONE ACETONIDE,21,421.31
GR262714,1952360588,INTERNAL MEDICINE,CLORAZEPATE DIPOTASSIUM,11,91.07
OM100393,1386634293,INTERNAL MEDICINE,GLIPIZIDE,128,913.73
HJ957353,1700823853,INTERNAL MEDICINE,COLCHICINE,11,2355.46
UJ996963,1831110477,OBSTETRICS/GYNECOLOGY,HYDROCODONE/ACETAMINOPHEN,42,592.9
TE566633,1972695534,PHYSICIAN ASSISTANT,SERTRALINE HCL,42,388.43
AC950505,1821047218,INTERNAL MEDICINE,FENTANYL,30,1835.32
DW124146,1467463299,FAMILY PRACTICE,CELECOXIB,24,3571.62
GI228260,1235177007,FAMILY PRACTICE,INSULIN ASPART,24,7859.84
VZ889994,1609132505,NURSE PRACTITIONER,TOPIRAMATE,33,409.89
EK783073,1760636252,PHYSICIAN ASSISTANT,LISINOPRIL,19,103.98
FQ439561,1407069008,PSYCHIATRY,BUPRENORPHINE HCL/NALOXONE HCL,14,3334.76
GW971382,1215913447,FAMILY PRACTICE,ALBUTEROL SULFATE,12,571.89
VP883348,1366443640,CARDIOLOGY,TRAMADOL HCL,30,91.66
SK636446,1336101450,INTERNAL MEDICINE,METOCLOPRAMIDE HCL,12,110.93
CU665211,1699959205,PHYSICIAN ASSISTANT,"ESTROGENS, CONJUGATED",12,1496.45
GI982853,1386646610,FAMILY PRACTICE,TRAZODONE HCL,48,301.91
ZW687517,1316938988,INTERNAL MEDICINE,METOPROLOL TARTRATE,29,227.09
LD234335,1649560137,PSYCHIATRY & NEUROLOGY,TOPIRAMATE,11,794.73
VW628366,1144215138,CARDIOLOGY,DILTIAZEM HCL,33,1386.74
XR462188,1063560332,FAMILY PRACTICE,AZITHROMYCIN,17,177.28
KE182982,1891925863,OPTOMETRY,PREDNISOLONE ACETATE,14,724.01
